State Exports by NAICS Commodities,,,,
Current date: 03/15/2026 5:00 PM (Eastern Daylight Time),,,,
Measures: Total Exports Value ($US),,,,
State,Commodity,Country,Time,Total Exports Value ($US)
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Eswatini,2021,"755,596"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Eswatini,2022,"722,158"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Eswatini,2023,"751,686"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Eswatini,2024,"81,005"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Eswatini,2025,"537,679"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Eswatini,2026 through January,"37,298"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ethiopia,2020,"49,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Faroe Islands,2022,"169,970"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Faroe Islands,2025,"4,020"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Fiji,2020,"12,976"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Fiji,2021,"1,314,051"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Fiji,2022,"33,160"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Fiji,2023,"69,217"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Fiji,2024,"395,772"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Fiji,2025,"204,396"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Fiji,2026 through January,"37,208"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Finland,2020,"37,535"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Finland,2021,"62,651"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Finland,2022,"116,603"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Finland,2023,"41,680"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Finland,2024,"90,774"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Finland,2025,"138,150"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",France,2020,"126,120,179"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",France,2021,"134,426,610"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",France,2022,"118,207,740"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",France,2023,"100,063,156"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",France,2024,"96,513,479"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",France,2025,"91,133,682"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",France,2026 through January,"2,494,990"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Guiana,2024,"5,400"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Polynesia,2020,"782,368"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Polynesia,2021,"912,366"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Polynesia,2022,"1,289,207"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Polynesia,2023,"1,638,516"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Polynesia,2024,"1,155,270"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Polynesia,2025,"803,831"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Polynesia,2026 through January,"69,488"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Southern and Antarctic Lands,2021,"73,633"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",French Southern and Antarctic Lands,2025,"32,476"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Gabon,2020,"27,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Gabon,2021,"27,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Gabon,2022,"25,991"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Gambia,2023,"21,145"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Georgia,2020,"1,967,404"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Georgia,2021,"2,561,728"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Georgia,2022,"4,393,841"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Georgia,2023,"5,997,875"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Georgia,2024,"2,151,445"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Georgia,2025,"6,450,697"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Georgia,2026 through January,"57,575"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Germany,2020,"125,367,501"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Germany,2021,"155,001,703"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Germany,2022,"87,062,241"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Germany,2023,"89,359,257"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Germany,2024,"76,662,792"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Germany,2025,"108,945,285"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Germany,2026 through January,"1,506,214"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ghana,2020,"1,122,893"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ghana,2021,"2,949,978"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ghana,2022,"4,132,223"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ghana,2023,"2,317,923"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ghana,2024,"2,726,491"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ghana,2025,"2,825,966"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greece,2020,"4,585,184"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greece,2021,"4,845,487"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greece,2022,"8,559,514"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greece,2023,"4,722,086"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greece,2024,"3,888,601"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greece,2025,"4,289,770"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greece,2026 through January,"504,342"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greenland,2020,"231,764"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greenland,2021,"176,814"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Greenland,2024,"17,190"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Grenada,2020,"168,583"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Grenada,2021,"201,069"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Grenada,2022,"401,097"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Grenada,2023,"347,116"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Grenada,2024,"496,898"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Grenada,2025,"611,846"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Grenada,2026 through January,"66,346"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guadeloupe,2020,"51,276"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guadeloupe,2021,"128,982"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guadeloupe,2022,"177,194"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guadeloupe,2023,"193,199"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guadeloupe,2024,"176,417"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guadeloupe,2025,"443,959"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guadeloupe,2026 through January,"14,455"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guatemala,2020,"6,585,168"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guatemala,2021,"9,333,101"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guatemala,2022,"12,156,188"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guatemala,2023,"10,024,224"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guatemala,2024,"10,494,809"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guatemala,2025,"10,945,954"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guatemala,2026 through January,"753,003"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guinea,2022,"80,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guinea,2023,"162,733"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guinea,2025,"114,912"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guinea-Bissau,2023,"80,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guyana,2020,"1,040,997"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guyana,2021,"1,227,930"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guyana,2022,"1,688,198"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guyana,2023,"848,291"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guyana,2024,"1,527,296"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guyana,2025,"2,292,300"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Guyana,2026 through January,"47,074"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Haiti,2020,"614,492"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Haiti,2021,"624,692"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Haiti,2022,"862,490"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Haiti,2023,"499,206"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Haiti,2024,"430,744"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Haiti,2025,"673,202"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Haiti,2026 through January,"60,622"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Honduras,2020,"3,216,922"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Honduras,2021,"2,290,844"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Honduras,2022,"2,226,610"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Honduras,2023,"5,247,279"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Honduras,2024,"3,558,935"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Honduras,2025,"2,706,378"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Honduras,2026 through January,"114,785"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hong Kong,2020,"126,200,277"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hong Kong,2021,"159,089,841"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hong Kong,2022,"101,481,893"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hong Kong,2023,"122,024,638"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hong Kong,2024,"127,849,950"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hong Kong,2025,"115,110,616"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hong Kong,2026 through January,"10,095,543"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hungary,2020,"91,251"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hungary,2022,"128,662"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hungary,2023,"25,612"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hungary,2024,"167,346"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Hungary,2025,"217,081"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iceland,2020,"2,486,107"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iceland,2021,"2,672,147"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iceland,2022,"1,944,766"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iceland,2023,"760,817"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iceland,2024,"1,306,595"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iceland,2025,"1,285,113"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iceland,2026 through January,"272,336"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",India,2020,"28,254,071"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",India,2021,"36,028,310"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",India,2022,"30,403,668"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",India,2023,"24,037,671"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",India,2024,"28,809,095"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",India,2025,"58,618,370"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",India,2026 through January,"3,124,648"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Indonesia,2020,"30,965,409"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Indonesia,2021,"23,339,275"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Indonesia,2022,"31,317,112"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Indonesia,2023,"26,840,596"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Indonesia,2024,"41,599,614"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Indonesia,2025,"63,136,627"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Indonesia,2026 through January,"8,775,766"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iran,2024,"808,495"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iraq,2020,"82,749"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iraq,2022,"28,735"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iraq,2023,"17,305"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iraq,2024,"494,648"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Iraq,2025,"381,472"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ireland,2020,"372,660"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ireland,2021,"326,434"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ireland,2022,"215,572"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ireland,2023,"277,601"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ireland,2024,"63,924"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ireland,2025,"1,160,218"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ireland,2026 through January,"375,322"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Israel,2020,"3,922,177"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Israel,2021,"5,635,095"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Israel,2022,"7,767,318"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Israel,2023,"2,812,233"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Israel,2024,"5,424,921"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Israel,2025,"5,567,265"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Israel,2026 through January,"212,410"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Italy,2020,"42,977,673"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Italy,2021,"74,952,641"
